CustomerID,Recency,Frequency,Monetary
12346.0,1.7276356585583612,-2.02005631267539,-2.883705491104077
12348.0,0.2321086153356099,-0.14261171761855856,1.2422048501672043
12349.0,-0.7969513020695081,0.7180164168606495,1.2116064775638085
12350.0,1.6682244252953407,-0.6562512892158621,-0.5282593194437546
12352.0,-0.3555647441591252,1.0171211921707892,1.0397223268917142
12353.0,1.1983360845863604,-1.6466221748464975,-1.3685829369134948
12354.0,1.338290987493307,0.4706849622751124,0.5973576346171072
12355.0,1.2499591394682807,-0.8645150491233751,-0.2652325444815355
12356.0,-0.6712901706004224,0.488637518371192,1.9058313611439923
12358.0,-1.9469004430922279,-0.5662212044849916,0.6901704939889048
12360.0,-0.07271887815782016,1.3870444353216136,1.8194612303141562
12361.0,1.57845292788126,-1.0566149874355424,-0.9331450332319642
12363.0,0.5776128178111859,-0.40632162690727847,-0.09995192195296451
12364.0,-1.3055341277016221,0.888703159817852,0.8323628701908233
12365.0,1.5944614841020408,-0.40632162690727847,-0.5608996997540683
12367.0,-1.6500617740772348,-0.9881127932458883,-1.0078718905745199
12370.0,-0.08822051010920297,1.719255166106,2.2909886095640792
12371.0,-0.18660170503152582,0.5581596837812716,1.3104902076032303
12372.0,0.1969318968154901,0.3575882295012159,0.818101627230872
12373.0,1.672007301930706,-0.8082090916916373,-0.4593852785231251
12374.0,-0.6148099228309627,-0.0851422303832037,0.18979810943714692
12375.0,-1.7786496439111292,-0.6102612075282833,-0.272816177880257
12377.0,1.687043979822056,0.7771938217709671,1.1085031595209411
12379.0,0.3100831603339389,0.1206550255901169,0.33123879728761557
12380.0,-0.7009893657976183,1.1353999107702546,1.853663326382036
12381.0,-1.544699254420256,0.967080399805361,1.2473408053908142
12383.0,1.0945124433884839,1.0774133074881491,1.2741501329850973
12384.0,-0.5117356152421413,-0.17243706315683605,-0.07634949365164533
12388.0,-0.9056559733122291,1.0774133074881491,1.8882940233838832
12390.0,0.2883556687111387,-0.11352700609641997,-0.1035876512566503
12391.0,-0.7009893657976183,1.0774133074881491,-0.26240471524279696
12393.0,0.1969318968154901,0.5750006477148341,1.0709453748219633
