CustomerID,Recency,Frequency,Monetary
12346,0.906344411,0.065789474,0.294054077
12347,0.429003021,0.021929825,0.299478794
12348,0.978851964,0.013157895,0.301682706
12349,0.870090634,0,0.302032626
12350,0.809667674,0,0.302079024
12352,0.574018127,0.01754386,0.303219645
12353,0.939577039,0.01754386,0.303644961
12354,0.009063444,0.00877193,0.304495594
12355,0.132930514,0.00877193,0.306293522
12356,0.906344411,0,0.306999161
12357,0.906344411,0,0.307144155
12358,0.241691843,0,0.307298816
12359,0.981873112,0.004385965,0.307869126
12360,0.157099698,0.127192982,0.307869126
12361,0.003021148,0.092105263,0.307869126
12362,0.172205438,0.881578947,0.307869126
12363,0.039274924,0,0.307869126
12364,0.19939577,0.083333333,0.307869126
12365,0.613293051,0.057017544,0.307869126
12367,0.190332326,0.135964912,0.307869126
12370,0.190332326,0.013157895,0.307869126
12371,0.13897281,0.013157895,0.307869126
12372,0.072507553,0.021929825,0.307869126
12373,0.465256798,0.153508772,0.307869126
12374,0.401812689,0.004385965,0.307869126
12375,0.051359517,0.092105263,0.307869126
12377,0,0.013157895,0.308429771
12378,0.897280967,0,0.308594097
12379,0.749244713,0,0.310334028
12380,0.359516616,0,0.310769011
12381,0.791540785,0,0.310769011
12383,0.495468278,0.043859649,0.310769011
12384,0.320241692,0,0.311155662
12386,0.087613293,0,0.311890299
12388,0.166163142,0,0.311890299
12390,0.788519637,0,0.31279893
12391,0.066465257,0,0.313668895
12393,0.719033233,0,0.31378489
12394,0.936555891,0.004385965,0.314016881
12395,0.489425982,0.004385965,0.314181208
12397,0.885196375,0,0.314442198
12398,0.232628399,0.00877193,0.314596858
12399,0.042296073,0.004385965,0.314712853
12401,0.096676737,0.004385965,0.314712853
12402,0.108761329,0.070175439,0.314937111
12403,0.758308157,0.004385965,0.315099505
12405,0.15407855,0.01754386,0.315302497
12406,0.567975831,0.004385965,0.315432025
12407,0.468277946,0.035087719,0.315455224
12408,0.782477341,0.00877193,0.315698814
12409,0.051359517,0.013157895,0.315785811
12410,0.009063444,0.00877193,0.315986869
12412,0.054380665,0.00877193,0.316220793
12413,0.111782477,0.004385965,0.316278791
12414,0.096676737,0.013157895,0.316684775
12415,0.531722054,0.004385965,0.316945764
12417,0.235649547,0.004385965,0.317241553
12418,0.042296073,0,0.317496742
12420,0.495468278,0,0.317728733
12421,0.320241692,0.01754386,0.317836996
12422,0.564954683,0.004385965,0.317922059
12423,0.329305136,0,0.317922059
12424,0.018126888,0.013157895,0.317960724
12425,0.241691843,0.052631579,0.318082519
12426,0.876132931,0.035087719,0.318212047
12427,0.885196375,0.026315789,0.318270045
12428,0.148036254,0,0.318726293
12429,0.767371601,0.00877193,0.318772692
12430,0.53776435,0.021929825,0.319097479
12431,0.761329305,0.048245614,0.319176742
12432,0.386706949,0.004385965,0.319372001
12433,0.561933535,0.00877193,0.319372001
12434,0.613293051,0,0.319429999
12435,0.655589124,0.013157895,0.319449331
12436,0.407854985,0.00877193,0.319603992
12437,0.978851964,0.013157895,0.319806984
12438,0.595166163,0.021929825,0.319855315
12441,0.132930514,0.061403509,0.319938445
12442,0.380664653,0.01754386,0.319979044
12444,0.806646526,0.013157895,0.320019642
12445,0.625377644,0.096491228,0.320133704
12446,0.465256798,0,0.320193635
12447,0.280966767,0.004385965,0.320241966
12448,0.86102719,0.131578947,0.320286431
12449,0.299093656,0.004385965,0.320367628
12450,0.193353474,0.004385965,0.320512622
12451,0.655589124,0.01754386,0.321005603
12452,0.075528701,0.074561404,0.321177662
12453,0.46223565,0.078947368,0.321405787
12454,0.465256798,0.043859649,0.321486983
12455,0.090634441,0.026315789,0.321595246
12456,0.806646526,0,0.321672576
12457,0.102719033,0.026315789,0.321722841
12458,0.549848943,0.030701754,0.321788571
12461,0.743202417,0.048245614,0.321962564
12462,0.175226586,0.00877193,0.322020562
12463,0.700906344,0.096491228,0.32207856
12464,0.513595166,0.109649123,0.322132691
12465,0.211480363,0.021929825,0.322252553
12468,0.220543807,0.004385965,0.322349216
12471,0.051359517,0.00877193,0.322368548
12472,0.658610272,0.021929825,0.322496143
12473,0.241691843,0.01754386,0.322513542
