CustomerID,Recency,Frequency,Monetary
12346.0,0.9635677281664841,0.06021467904182205,0.1990233525781584
12347.0,0.0717894611465575,0.5161165728958333,0.3983922287495819
12348.0,0.622915946615581,0.32310757080629854,0.3479709935781683
12349.0,0.37329127668185086,0.41406483273581335,0.34686637543556686
12350.0,0.9504322466470262,0.2619100096971713,0.2840562596827778
12352.0,0.4822233500640928,0.4429465531664948,0.340661262708854
12353.0,0.8454750123026641,0.12286180084460674,0.2537201131973099
12354.0,0.8769403847939686,0.3891983289350794,0.3246916531133881
12355.0,0.8571019939550457,0.23525450737985693,0.29355167146101624
12356.0,0.40462029024541835,0.3910351459834949,0.3719282769748316
12357.0,0.4666837324034833,0.4787704872789575,0.4241746624830792
12358.0,0.0717894611465575,0.2730820867726587,0.32804224857340364
12359.0,0.2435700625561552,0.5546987730411569,0.424631460690295
12360.0,0.5505075097108538,0.47704019455890573,0.3688102675718443
12361.0,0.9305284382865449,0.20957741320102272,0.2694396619006803
12362.0,0.11789653878275567,0.5635748098831503,0.410646270776597
12363.0,0.7036399569497254,0.29243915494335937,0.2995183931763161
12364.0,0.2435700625561552,0.4306984685652521,0.33317547185060553
12365.0,0.9340827697065961,0.29243915494335937,0.2828779239346805
12367.0,0.1526014934174039,0.21886075698185795,0.26674198109817204
12370.0,0.5467934368366688,0.5062793927463569,0.38583266626617774
12371.0,0.5231469700129755,0.3981003250454417,0.3504361326780656
12372.0,0.6146191231157336,0.3775069734131096,0.3326606331069313
12373.0,0.9512694903770025,0.2425773002076635,0.28654265058144796
12374.0,0.41861683541077127,0.3295976867737653,0.3099785292639894
12375.0,0.11789653878275567,0.26764242817097444,0.2932778981088303
12377.0,0.9545963019537157,0.41987876659315176,0.3431442887367495
12378.0,0.7405383488830092,0.5374468357266684,0.3936324926933268
12379.0,0.6412543203038888,0.3523115485742167,0.31508461617673955
12380.0,0.3972396198306724,0.454034394621035,0.37004498212092407
12381.0,0.1807199375710239,0.43820027836869974,0.348156404397009
12383.0,0.8220158154838323,0.44862120937308964,0.3491242359230655
12384.0,0.44402937761386047,0.319712979721255,0.3003704538675502
12386.0,0.9730728667745304,0.20957741320102272,0.28943081359749584
12388.0,0.34597165225280685,0.44862120937308964,0.37129516940032625
12390.0,0.636151606692136,0.3264004439418984,0.299387141341374
12391.0,0.3972396198306724,0.44862120937308964,0.29365375765761814
12393.0,0.6146191231157336,0.3998004527019113,0.3417884319756025
12394.0,0.5910021397707255,0.3088483996470393,0.3317776511619641
12395.0,0.34597165225280685,0.5006867080857077,0.3756768879220238
12397.0,0.4822233500640928,0.47439673480812505,0.3632705412157319
12398.0,0.5272628332895652,0.4306984685652521,0.3433664260613822
